CONSTANT,LIQUIDITY_POOL_USD_SIZE_AT,LIQUIDITY_POOL_VINCI_SIZE_AT,LIQUIDITY_POOL_USD_SIZE,LIQUIDITY_POOL_VINCI_SIZE,VINCI_TRADED,TRADE_VOLUME_USD,NEW_PRICE,PRICE_IMPACT
1666666666.6666667,7142.857142857142,233333.33333333337,10000.0,166666.6666666667,-66666.66666666669,4000,0.030612244897959176,-0.48979591836734704
1666666666.6666667,7092.198581560283,235000.00000000003,10000.0,166666.6666666667,-68333.33333333334,4100,0.030179568432171414,-0.4970071927971431
1666666666.6666667,7042.2535211267605,236666.6666666667,10000.0,166666.6666666667,-70000.0,4200,0.029756000793493352,-0.5040666534417775
1666666666.6666667,6993.006993006992,238333.33333333337,10000.0,166666.6666666667,-71666.66666666669,4300,0.029341288082546817,-0.510978531957553
1666666666.6666667,6944.444444444444,240000.00000000003,10000.0,166666.6666666667,-73333.33333333334,4400,0.028935185185185182,-0.5177469135802469
1666666666.6666667,6896.551724137931,241666.6666666667,10000.0,166666.6666666667,-75000.0,4500,0.02853745541022592,-0.5243757431629013
1666666666.6666667,6849.31506849315,243333.33333333337,10000.0,166666.6666666667,-76666.66666666669,4600,0.028147870144492392,-0.5308688309251268
1666666666.6666667,6802.7210884353735,245000.00000000003,10000.0,166666.6666666667,-78333.33333333334,4700,0.02776620852422601,-0.5372298579295665
1666666666.6666667,6756.756756756757,246666.6666666667,10000.0,166666.6666666667,-80000.0,4800,0.02739225712198685,-0.5434623813002191
1666666666.6666667,6711.409395973154,248333.33333333337,10000.0,166666.6666666667,-81666.66666666669,4900,0.027025809648214036,-0.5495698391964328
1666666666.6666667,6666.666666666666,250000.00000000003,10000.0,166666.6666666667,-83333.33333333334,5000,0.02666666666666666,-0.5555555555555556
1666666666.6666667,6622.516556291391,251666.6666666667,10000.0,166666.6666666667,-85000.0,5100,0.026314635323012148,-0.5614227446164641
1666666666.6666667,6578.947368421052,253333.33333333337,10000.0,166666.6666666667,-86666.66666666669,5200,0.025969529085872568,-0.5671745152354573
1666666666.6666667,6535.9477124183,255000.00000000003,10000.0,166666.6666666667,-88333.33333333334,5300,0.025631167499679607,-0.5728138750053399
1666666666.6666667,6493.506493506493,256666.6666666667,10000.0,166666.6666666667,-90000.0,5400,0.025299375948726593,-0.5783437341878901
1666666666.6666667,6451.612903225806,258333.33333333337,10000.0,166666.6666666667,-91666.66666666669,5500,0.024973985431841827,-0.5837669094693029
1666666666.6666667,6410.25641025641,260000.00000000003,10000.0,166666.6666666667,-93333.33333333334,5600,0.024654832347140037,-0.589086127547666
1666666666.6666667,6369.426751592357,261666.6666666667,10000.0,166666.6666666667,-95000.0,5700,0.024341758286340213,-0.5943040285609964
1666666666.6666667,6329.113924050633,263333.3333333334,10000.0,166666.6666666667,-96666.66666666669,5800,0.024034609838166954,-0.5994231693638841
1666666666.6666667,6289.30817610063,265000.0,10000.0,166666.6666666667,-98333.33333333331,5900,0.023733238400379733,-0.6044460266603378
1666666666.6666667,6250.0,266666.6666666667,10000.0,166666.6666666667,-100000.0,6000,0.0234375,-0.609375
1666666666.6666667,6211.1801242236015,268333.3333333334,10000.0,166666.6666666667,-101666.66666666669,6100,0.023147255121330187,-0.6142124146444969
1666666666.6666667,6172.83950617284,270000.0,10000.0,166666.6666666667,-103333.33333333331,6200,0.02286236854138089,-0.6189605243103184
1666666666.6666667,6134.9693251533745,271666.6666666667,10000.0,166666.6666666667,-105000.0,6300,0.022582709172343708,-0.6236215137942716
1666666666.6666667,6097.560975609756,273333.3333333334,10000.0,166666.6666666667,-106666.66666666669,6400,0.022308149910767395,-0.6281975014872101
1666666666.6666667,6060.606060606061,275000.0,10000.0,166666.6666666667,-108333.33333333331,6500,0.02203856749311295,-0.6326905417814508
1666666666.6666667,6024.096385542169,276666.6666666667,10000.0,166666.6666666667,-110000.0,6600,0.02177384235738133,-0.6371026273769778
1666666666.6666667,5988.0239520958075,278333.3333333334,10000.0,166666.6666666667,-111666.66666666669,6700,0.021513858510523856,-0.6414356914912691
1666666666.6666667,5952.380952380952,280000.0,10000.0,166666.6666666667,-113333.33333333331,6800,0.021258503401360544,-0.6456916099773242
1666666666.6666667,5917.159763313609,281666.6666666667,10000.0,166666.6666666667,-115000.0,6900,0.02100766779874654,-0.6498722033542244
1666666666.6666667,5882.35294117647,283333.3333333334,10000.0,166666.6666666667,-116666.66666666669,7000,0.02076124567474048,-0.6539792387543253
1666666666.6666667,5847.95321637427,285000.0,10000.0,166666.6666666667,-118333.33333333331,7100,0.020519134092541295,-0.6580144317909784
1666666666.6666667,5813.953488372093,286666.6666666667,10000.0,166666.6666666667,-120000.0,7200,0.020281233098972416,-0.6619794483504597
1666666666.6666667,5780.346820809248,288333.3333333334,10000.0,166666.6666666667,-121666.66666666669,7300,0.02004744562130375,-0.6658759063116042
1666666666.6666667,5747.126436781609,290000.0,10000.0,166666.6666666667,-123333.33333333331,7400,0.019817677368212445,-0.6697053771964592
1666666666.6666667,5714.285714285714,291666.6666666667,10000.0,166666.6666666667,-125000.0,7500,0.019591836734693873,-0.6734693877551021
1666666666.6666667,5681.818181818181,293333.3333333334,10000.0,166666.6666666667,-126666.66666666669,7600,0.019369834710743796,-0.6771694214876034
